"Date","AMD.Open","AMD.High","AMD.Low","AMD.Close","AMD.Volume","AMD.Adjusted","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted","SBUX.Open","SBUX.High","SBUX.Low","SBUX.Close","SBUX.Volume","SBUX.Adjusted","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted","ITUB.Open","ITUB.High","ITUB.Low","ITUB.Close","ITUB.Volume","ITUB.Adjusted","FB.Open","FB.High","FB.Low","FB.Close","FB.Volume","FB.Adjusted","NVDA.Open","NVDA.High","NVDA.Low","NVDA.Close","NVDA.Volume","NVDA.Adjusted","F.Open","F.High","F.Low","F.Close","F.Volume","F.Adjusted","BAC.Open","BAC.High","BAC.Low","BAC.Close","BAC.Volume","BAC.Adjusted","T.Open","T.High","T.Low","T.Close","T.Volume","T.Adjusted","XOM.Open","XOM.High","XOM.Low","XOM.Close","XOM.Volume","XOM.Adjusted","VALE.Open","VALE.High","VALE.Low","VALE.Close","VALE.Volume","VALE.Adjusted","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted"
"2019-01-01",18.01,25.139999,16.940001,24.41,2311913200,24.41,99.550003,107.900002,97.199997,104.43,714212800,100.774803,63.68,69.489998,61.400002,68.139999,276732200,64.141632,38.7225,42.25,35.5,41.610001,3312349600,40.283463,7.633965,8.870569,7.386645,8.771641,443584519,7.45662,128.990005,171.679993,128.559998,166.690002,527547900,166.690002,32.66,40.220001,31.922501,35.9375,1687099200,35.70145,7.53,9.06,7.48,8.8,1004292300,7.979098,24.08,29.719999,24.01,28.469999,1644923700,26.468208,21.525681,23.700907,21.374622,22.703926,1035320203,16.730713,67.349998,73.489998,67.260002,73.279999,269226500,60.338535,12.94,15.45,11.08,12.44,916983800,9.865511,2476.959961,2708.949951,2443.959961,2704.100098,80401630000,2704.100098
"2019-02-01",24.610001,25.52,22.27,23.530001,1301360800,23.530001,103.779999,113.239998,102.349998,112.029999,469095900,108.108788,68.589996,72.07,67.080002,70.260002,215346400,66.13723,41.740002,43.967499,41.482498,43.287498,1890162400,41.907486,8.64798,8.903545,7.691674,7.749382,497594193,6.590499,165.839996,172.470001,159.589996,161.449997,302243200,161.449997,36.125,41.32,35.645,38.564999,1144572800,38.311695,8.77,8.98,8.16,8.77,730016300,8.090432,28.6,29.67,27.860001,29.08,972624100,27.035315,22.817221,23.73867,21.842899,23.504532,734370370,17.702835,74.919998,79.75,72.730003,79.029999,245067300,65.073074,12.47,12.65,10.89,12.48,676938800,9.897232,2702.320068,2813.48999,2681.830078,2784.48999,70183430000,2784.48999
"2019-03-01",23.969999,28.110001,21.040001,25.52,1499160400,25.52,112.889999,120.82,108.800003,117.940002,589095800,114.297997,70.629997,74.480003,69.029999,74.339996,192665200,70.343025,43.57,49.422501,42.375,47.487499,2603925600,46.170753,7.68343,8.145095,6.859027,7.262984,535858278,6.4945,162.600006,174.300003,159.279999,166.690002,387936100,166.690002,39.067501,46.25,36.200001,44.889999,1206854000,44.641109,8.85,8.97,8.34,8.78,944056400,8.099657,29.33,30.139999,26.610001,27.59,1240842800,25.781034,23.564955,23.897282,22.409367,23.685801,809223372,17.839367,79.379997,82,77.860001,80.800003,272454400,67.269119,12.04,13.98,11.92,13.06,604754900,10.357201,2798.219971,2860.310059,2722.27002,2834.399902,78596280000,2834.399902
"2019-04-01",26.42,29.950001,25.83,27.629999,1275793800,27.629999,118.949997,131.369995,118.099998,130.600006,433157700,126.567039,74.760002,77.790001,73.730003,77.68,146496900,73.503448,47.91,52.119999,47.095001,50.1675,2024470800,48.776443,7.370157,7.403133,6.702391,7.13108,444792059,6.379267,167.830002,198.479996,167.279999,193.399994,381985300,193.399994,45.814999,48.3675,43.325001,45.25,943778000,44.999119,8.86,10.5,8.86,10.45,938067400,9.640253,27.9,31.17,27.85,30.58,1226771800,28.574995,23.867069,24.561934,22.696375,23.383686,875160822,17.611822,81.230003,83.489998,79.559998,80.279999,219523400,66.836205,13.59,13.85,12.35,12.78,383014200,10.135147,2848.629883,2949.52002,2848.629883,2945.830078,69604840000,2945.830078
"2019-05-01",28.950001,29.67,26.030001,27.41,1675142900,27.41,130.529999,130.649994,123.040001,123.68,547218800,119.860741,77.669998,79.650002,74.330002,76.059998,168825900,71.970535,52.470001,53.827499,43.747501,43.767502,2957826400,42.553909,7.139324,7.444353,6.257214,7.337181,561062479,6.566619,194.779999,196.179993,177.160004,177.470001,286821500,177.470001,45.7775,46.217499,33.8475,33.865002,1118075200,33.677242,10.48,10.5,9.32,9.52,800091600,8.923208,30.559999,30.889999,26.48,26.6,1063985700,24.855947,23.451662,24.984894,22.756798,23.096678,816153717,17.766031,79.940002,80.260002,70.629997,70.769997,250094000,58.918755,12.83,12.96,11.23,12.47,494517500,9.889303,2952.330078,2954.129883,2750.52002,2752.060059,76860120000,2752.060059
"2019-06-01",28.75,34.299999,27.290001,30.370001,1578411200,30.370001,123.849998,138.399994,119.010002,133.960007,508324300,130.303848,76.120003,85.199997,75.650002,83.830002,163305800,79.690765,43.900002,50.392502,42.567501,49.48,2060874800,48.29327,7.427865,7.856554,7.08986,7.76587,412334486,6.95355,175,198.880005,160.839996,193,426428600,193,33.977501,41.342499,33.150002,41.057499,823334000,40.876469,9.62,10.31,9.46,10.23,627584700,9.588699,26.59,29.27,26.4,29,987172300,27.098589,23.202417,25.339878,23.172205,25.309668,679868042,19.468269,71.089996,77.760002,70.970001,76.629997,218953600,64.528702,12.55,14,12.28,13.44,371324900,10.658559,2751.530029,2964.149902,2728.810059,2941.76001,70904280000,2941.76001
"2019-07-01",31.790001,34.860001,30.1,30.450001,1155469400,30.450001,136.630005,141.679993,134.669998,136.270004,484079900,132.550781,84.620003,99.720001,84.029999,94.690002,166015600,90.014549,50.7925,55.342499,49.602501,53.259998,1895406800,51.982605,7.88953,8.252267,7.469085,7.543281,423567955,6.757281,195.210007,208.660004,191.929993,194.229996,351020900,194.229996,43.142502,44.7225,38.75,42.18,841598400,41.994011,10.34,10.56,9.4,9.53,891313400,8.932583,29.48,31.059999,28.860001,30.68,963999300,28.823349,25.536255,26.163141,23.806646,25.717524,891283965,19.78199,77.129997,77.93,74.18,74.360001,186899500,62.617176,13.96,14.19,12.85,12.99,418035900,10.301686,2971.409912,3027.97998,2952.219971,2980.379883,70349470000,2980.379883
"2019-08-01",30.5,35.549999,27.65,31.450001,1645871800,31.450001,137,140.940002,130.779999,137.860001,584482000,134.097397,95,98.139999,93.029999,96.559998,142069000,91.792206,53.474998,54.5075,48.145,52.185001,2724326400,50.933395,7.650453,7.815334,6.49629,6.793075,520132460,6.08783,194.169998,198.470001,176.660004,185.669998,294689500,185.669998,42.285,43.362499,36.8475,41.877499,945032800,41.692841,9.53,9.62,8.7,9.17,749401800,8.723436,30.549999,31.07,26.209999,27.51,1359301200,25.845188,26.042295,26.812689,25.067976,26.63142,834448749,20.896946,73.739998,74.269997,66.529999,68.480003,277599800,57.665741,12.73,12.84,10.2,11,461340700,8.723523,2980.320068,3013.590088,2822.120117,2926.459961,79599440000,2926.459961
"2019-09-01",30.83,32.049999,28.35,28.99,1012749700,28.99,136.610001,142.369995,134.509995,139.029999,472544800,135.685822,96.419998,97.209999,87.610001,88.419998,134511100,84.372734,51.607498,56.605,51.055,55.9925,2170268400,54.857212,6.636439,7.378401,6.471558,6.933223,396470990,6.355442,184,193.100006,175.660004,178.080002,264538500,178.080002,41.145,47.099998,40.8125,43.517502,634776800,43.368507,9.18,9.65,9.04,9.16,659445200,8.713923,27.209999,30.32,26.610001,29.17,1202361900,27.404728,26.495468,29.267372,26.374622,28.580059,1012501065,22.425989,67.889999,75.18,67.629997,70.610001,215355500,60.198696,10.93,12.38,10.83,11.5,347235900,9.120046,2909.01001,3021.98999,2891.850098,2976.73999,73992330000,2976.73999
"2019-10-01",29.049999,34.34,27.43,33.93,1067281800,33.93,139.660004,145.669998,133.220001,143.369995,549523400,139.921402,88.629997,88.889999,82.129997,84.559998,137892400,80.689407,56.267502,62.4375,53.782501,62.189999,2433210800,60.929058,6.916735,7.72465,6.529266,7.444353,542368328,6.827292,179.149994,198.089996,173.089996,191.649994,326207200,191.649994,43.75,52.224998,42.532501,50.255001,769617200,50.082939,9.19,9.32,8.44,8.59,888712200,8.171682,29.440001,32.23,27.16,31.27,1206828400,29.57127,28.663141,29.358006,27.598186,29.070997,853834224,22.811214,70.830002,70.910004,66.309998,67.57,237608200,57.606926,11.43,12.23,10.73,11.74,432949900,9.310378,2983.689941,3050.100098,2855.939941,3037.560059,77564550000,3037.560059
"2019-11-01",34.369999,41.790001,34.099998,39.150002,1202279900,39.150002,144.259995,152.5,142.970001,151.380005,392371800,147.738739,84.790001,86.730003,81.029999,85.43,138762700,81.519585,62.384998,67,62.290001,66.8125,1793326000,65.457832,7.518549,7.658697,6.595218,6.710635,463161973,6.157322,192.850006,203.800003,188.539993,201.639999,258303900,201.639999,49.900002,55.352501,49.647499,54.185001,732180000,53.999477,8.64,9.15,8.64,9.06,669268700,8.760239,31.700001,33.599998,31.370001,33.32,847433200,31.509909,29.418428,29.984894,27.492447,28.232628,802378688,22.559809,68.389999,73.120003,67.32,68.129997,249330500,58.084358,12,12.48,11.13,11.76,390924700,9.326239,3050.719971,3154.26001,3050.719971,3140.97998,72179920000,3140.97998
"2019-12-01",39.32,47.310001,37.150002,45.860001,982440800,45.860001,151.809998,159.550003,146.649994,157.699997,450303300,154.43042,85.379997,89.300003,83.82,87.919998,132545100,84.31498,66.817497,73.4925,64.072502,73.412498,2388794800,72.139954,6.842539,7.633965,6.801319,7.543281,398002890,6.92438,202.130005,208.929993,193.169998,205.25,276257100,205.25,54.115002,60.452499,50.092499,58.825001,654353200,58.666855,9.08,9.57,8.8,9.3,746135500,8.992299,33.450001,35.720001,32.549999,35.220001,941699200,33.30669,28.308157,29.780968,27.877644,29.516617,679722535,23.585802,68.5,70.540001,67.519997,69.779999,286029400,60.208523,11.98,13.57,11.91,13.2,384974200,10.468227,3143.850098,3247.929932,3070.330078,3230.780029,7.2054e+10,3230.780029
